StoryID	Title	Link	pubDate	PostNumLink	Story	NationalSociety	CountryCode	Language	Submitter	Image	Video	EmbedCode	City	Region	Latitude	Longitude
	Pero los mayores ahora nos necesitan más que nunca ya que apenas reciben visitas	http://future-rcrc.com/testimonial/pero-los-mayores-ahora-nos-necesitan-mas-que-nunca-ya-que-apenas-reciben-visitas/	Mon, 06 Apr 2020 13:09:18 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=217937	<strong>¿Cuál ha sido tu experiencia de voluntariado en Covid-19? Cuéntanos tu historia.</strong> Estoy colaborando en el programa de teleasistencia, acompañando a las personas mayores, es lo mismo q suelo hacer todo el año. <strong>¿Cómo ha cambiado el brote de coronavirus tu vida diaria?</strong> El Covid 19 me ha cambiado la vida en que soy una persona muy activa y deportista y debido el cofinamiento tengo que estar metido en casa y además sin hablar con nadie ya q vivo solo. <strong>Como persona voluntaria, ¿cuál es el principal desafío durante este brote de Covid-19?</strong> El mayor desafío es que  he vuelto a programa de teleasistencia después de haberlo dejado cuando empezó la pandemia. Lo dejé por miedo ya que soy persona vulnerable, ya que tengo 69 años. Pero los mayores ahora nos necesitan más que nunca ya que apenas reciben visitas, ni de sus familiares por miedo al contagio. &nbsp;	Spanish Red Cross	ES	Spanish	Santos Gómez Franco						40.463667	-3.74922
	Our Covid-19 story 	http://future-rcrc.com/testimonial/our-covid-19-story/	Mon, 06 Apr 2020 13:16:33 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=217938	https://youtu.be/QLU_1ATOUS8 <iframe width="637" height="359" src="https://www.youtube.com/embed/QLU_1ATOUS8" frameborder="0" allow="accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>		#N/A	Spanish	Andrea Ortega		https://www.youtube.com/embed/QLU_1ATOUS8	<iframe title=""Andrea Ortega"" width=""1080"" height=""608"" src=""https://www.youtube.com/embed/QLU_1ATOUS8?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>				
	Volunteers tell us their stories 	http://future-rcrc.com/testimonial/volunteers-tell-us-their-stories/	Mon, 06 Apr 2020 13:17:36 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=217941	https://youtu.be/Hs7PjbIrpHI <iframe width="637" height="359" src="https://www.youtube.com/embed/Hs7PjbIrpHI" frameborder="0" allow="accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture" allowfullscreen></iframe>		#N/A		Ana Toyas		https://www.youtube.com/embed/Hs7PjbIrpHI	<iframe title=""Ana Toyas"" width=""1080"" height=""608"" src=""https://www.youtube.com/embed/Hs7PjbIrpHI?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>				
	Situation in Hong Kong	http://future-rcrc.com/testimonial/situation-in-hong-kong/	Mon, 06 Apr 2020 13:28:03 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=217942	<span style="font-weight: 400;">Situation is not so good. The location near China and It arrived 4 months ago. HKRC kicked off the Level 3 emergency, no volunteers are allowed to have activities. Only staff can help. challenges of manpower mobilization in responding to the issue. </span> <span style="font-weight: 400;">Online education for youth members. spread health information to the community.</span> <span style="font-weight: 400;">Elderly have difficulties using digital tools. So it is a challenge for the Red Cross to help them. </span> <span style="font-weight: 400;">In the general public, it is a bit of a panic. All the RC staff is working together.</span>	Hong Kong Red Cross	HN								15.199999	-86.241905
	Keeping you in my thoughts	http://future-rcrc.com/testimonial/keeping-you-in-my-thoughts/	Mon, 06 Apr 2020 13:29:26 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=217943	<span style="font-weight: 400;">Hey there. From Australia. I would like for you all to know, that I am keeping you in my thoughts/prayers in this difficult time. We are all in the same boat on this one. God bless you for everything you do. If any of you wish to respond, please email me back at </span><a href="mailto:wilham@iinet.net.au"><span style="font-weight: 400;">wilham@iinet.net.au</span></a>	Australian Red Cross	AU		Will						-25.274398	133.775136
	Généralement, quand il y a deux fous dans la pièce, ils finissent par bien s’entendre	http://future-rcrc.com/testimonial/generalement-quand-il-y-a-deux-fous-dans-la-piece-ils-finissent-par-bien-sentendre/	Mon, 06 Apr 2020 13:43:23 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=217945	Chaque cas est différent. Depuis le début de l’épidémie, <a href="https://www.croix-rouge.be/2020/04/03/coronavirus-appels-sisu/">le centre d’appel fédéral reçoit onze mille appels par jour. Nous, on est la deuxième ligne, le Sisu : <strong>S</strong>ervice d’<strong>I</strong>ntervention Psycho-<strong>S</strong>ociale <strong>U</strong>rgente de la Croix-Rouge.</a> On prend les appels liés aux questions <em>« psy »</em>.  À chaque nouvelle décision du conseil national de sécurité, il y a de plus en plus d’inquiétude. C’est du cas par cas. Je suis en ligne avec un papa. Son fils de quatre ans se réveille deux fois par nuit. Il fait des crises de nerf comme jamais, malgré sa disponibilité maximale. Il a écumé toutes les vidéos de yoga pour enfant sur Instagram et tous les post Pinterest pour construire un château de la Reine des Neiges avec des rouleaux de papier toilettes et des boîtes de sardines. Vingt histoires par jour, une chasse au trésor, troisième cabanes dans le salon et quarante-quatre ateliers dessin plus tard, pour lui, le confinement n’est pas l’occasion d’une recherche intérieure profonde ou le meilleur moment pour (re)lire les quatre mille pages <em>d’À la recherche du temps perdu</em> écrites par le plus célèbre des auteurs confinés, mais une prison domestique ! Il n’arrête pas de s’engueuler avec sa compagne. Ils ne peuvent plus se voir en peinture. Ce matin, il a découvert les bras de son fils couverts d’eczéma. À l’épuisement et au stress, s’ajoutent maintenant l’impuissance et la culpabilité. Je suis devenue bénévole à la Croix-Rouge par conviction. Je suis psychologue. Ma pratique touche plutôt aux questions de l’enfance. Je n’étais pas familière des situations de stress et/ou post-traumatiques. Je voulais apprendre. Je voulais comprendre. Je voulais apporter ma pierre à l’édifice. L’écoute est la base de la psychologie de crise. Surtout par téléphone. On ne peut pas s’appuyer sur un regard, proposer un sourire ou tenter un geste, même lointain. Ici, il n’y a que la voix. Dans notre monde saturé d’informations visuelles, on sous-estime souvent le son. Mais c’est un vecteur puissant. Pour ne plus voir, il suffit de fermer les yeux. On ne peut pas fermer les oreilles. Le son est partout, tout le temps. Au SISU, la voix est notre outil. Autant pour comprendre à qui on s’adresse que pour déterminer l’environnement dans lequel on se trouve. Mon jeune papa se juge mauvais père, mauvais compagnon, mauvais tout court. Son angoisse est telle que ses paroles lui brûlent la gorge. Derrière les mots, les émotions. Il est fatigué, anxieux, désemparé. Il étouffe. Il voudrait sortir sans anticiper tous les dangers de contamination qui guettent son fils. Il voudrait hurler. Peu à peu, je remonte avec lui le fil de ses habitudes. Les choses qu’il connaît et qui lui font du bien. Nous avons tous des ressources en nous pour calmer nos émotions négatives. La cuisine, le sport, la musique classique, les massages, je tisse le lien qui le relie à des jolis souvenirs, à toutes ses réussites infimes et quotidiennes qui composent la vie d’un parent… Quelques heures plus tard, il rappellera. Il a fait un long massage à son fils. Le petit s’est endormi en dix minutes. Et le papa aussi. Alors que je viens de raccrocher, je vois mon collègue qui est en ligne. Il me fait un petit signe : tout va bien ? Je lui renvoie un clin d’œil : oui, ça va. Il sourit légèrement et se concentre sur son appel. Plus jamais ça. J’ai cinquante ans, une belle carrière d’ingénieur derrière moi et ce que je considérais alors comme une vie heureuse. C’est une crise cardiaque qui tout a changé. Celle de mon voisin. Il y a un an, il est mort dans mes bras. Je me suis promis : plus jamais ça. J’ai commencé à la Croix-Rouge par le secourisme. En intervention, la victime est prise en charge et, une fois dans l’ambulance, ce sont les proches qui restent démunis, seuls avec leurs émotions. La petite musique du <em>« plus jamais ça »</em> a recommencé à tinter. Je me suis porté volontaire au SISU. Je décroche le téléphone. C’est une femme. Elle veut savoir si elle est folle… D’abord, si je puis me permettre, je vais donner un conseil d’ordre général. Il faut arrêter de regarder les chaînes et les sites d’infos en continu. C’est l’hystérie. N’importe qui deviendrait fou. Au départ du confinement, je ne vais pas nier que j’ai ressenti une sérieuse montée d’adrénaline. Mais aujourd’hui sur le terrain l’ambiance est sereine. Il n’y a pas de horde de malades qui déferle sur les hôpitaux et au SISU le téléphone sonne, modérément. Une bonne nouvelle à partager sans modération sur votre réseau social préféré. D’ailleurs, c’est un challenge pour nous. Il faut rester concentré, disponibles, malgré de longues périodes de latence. Mes amis diraient que je suis d’un naturel optimiste. Ce n’est pas faux. Mais je suis aussi un matheux. Je suis avant tout réaliste. J’écoute la jeune femme qui souffre d’être isolée sur son lieu de travail. Elle trouve que son employeur ne prend pas assez au sérieux les mesures de sécurité. Il semblerait qu’elle est la seule à s’en préoccuper. Selon ses termes, elle n’est ni <em>« germaphobe »</em> ni <em>« control freak ».</em> Elle supporte très difficilement d’être jugée associable et traitée comme une pestiférée. C’est le comble. Elle se sent seule contre tous. D’où sa question légitime : elle est folle ou ce sont les autres qui sont fous ? Je suis aussi angoissé par l’épidémie. C’est difficile à gérer. Surtout quand on est isolé. Physiquement, psychologiquement ou socialement d’ailleurs, c’est égal. On ne sait pas combien de temps ça va durer. Il y a de quoi être stressé. Alors si elle est folle de se préoccuper des règles de sécurité, je le suis aussi. On est au moins deux. Et généralement, quand il y a deux fous dans la pièce, ils finissent par bien s’entendre.	Croix Rouge de Belgique	BE	French	SISU						50.503887	4.469936
	Comme tout le monde, on a traversé une période de sidération	http://future-rcrc.com/testimonial/comme-tout-le-monde-on-a-traverse-une-periode-de-sideration/	Wed, 01 Apr 2020 13:44:51 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=217946	Quel est le point commun entre les jeunes et les sans-abris ? Les idées reçues. Les sans-abris, les jeunes, ça ne veut rien dire. C’est aussi précis et juste que « les gens ». Mais je ne jette pas la pierre. J’ai 25 ans. J’ai mes diplômes, mon permis de conduire, quelques lettres de recommandations et je viens d’une famille sans histoire. Quand j’ai commencé au centre d’accueil pour les sans-abris de la Croix-Rouge rue de Trêves, j’ai dû dépasser mes propres clichés. Un sans-abri ce n’est pas le type hirsute et aviné qui hurle à qui veut l’entendre que l’apocalypse approche en tirant un barda hétéroclite de sacs plastiques douteux. Et un jeune, ce n’est pas un mollusque décérébré avide de sensation et de divertissement facile qui passe d’une « lockdown party » à une autre en période de confinement. Je ne dis pas que ça n’existe pas. Je dis qu’il faut déconstruire les idées reçues, pandémie ou pas. Quand j’ai postulé à la Croix-Rouge, je vais être honnête je ne savais pas trop où j’allais. Comme tous les jeunes, je cherchais avant tout un travail. Et l’an deux mille, ce n’est pas les sixties. Il y a moins d’offres que de demandes. Par contre, je me retrouvais complètement dans leurs valeurs. Engagement, bienveillance, diversité, coopération. Je ne dis pas que c’était ma ligne de conduite personnelle. Ce serait présomptueux. Mais je ne sais pas, ça m’a vraiment parlé, comme un genre d’idéal. C’est une chance. On rêve tous d’avoir un travail en accord avec nos valeurs. Ce que je lis dans la presse sur la question des sans-abris ne me satisfait pas. Les titres du genre : comment tu te laves les mains dix fois par jour quand ta source d’eau c’est le caniveau ? Comment tu restes à la maison quand tu n’en as pas ? Je ne dis pas que c’est malveillant ou même faux. Mais au mieux, cela ne correspond pas à la réalité du centre d’accueil. Au pire, cela véhicule les idées reçues. L’épidémie a touché le centre de la Croix-Rouge pour l’accueil des sans-abris comme elle a touché le reste du pays. Comme tout le monde, on a traversé une période de sidération. Comme tout le monde on a mis un peu de temps à réaliser ce que ça voulait dire de revoir toutes nos habitudes. Comme tout le monde, on a annulé tout ce qu’on avait prévu dans les prochains mois. Comme tout le monde, on s’ennuie ferme. Comme ailleurs, une maman me dit qu’elle n’en peut plus de dormir, se réveiller, dormir, se réveiller et de perdre la notion du temps. Résidents comme personnels, on a pris conscience de la situation par palier. On respecte le marquage au sol dans le restaurant collectif, l’univers se réduit souvent à sa chambre et les enfants ne vont plus à l’école. On applique les règles. La responsabilité de chacun est engagée, comme partout. Ma famille me demande souvent si j’ai peur d’être contaminée, vu « les gens » avec qui je travaille. Mais le centre n’est pas un hôpital. J’ai peur de prendre l’avion, j’ai peur de ne pas donner la bonne réponse quand on me pose une question intime, j’ai peur de rougir en public, j’ai peur de grossir. Mais je n’ai pas peur de faire mon métier. Pourquoi ? Parce c’est comme être confiné en famille. On est juste une famille de deux cent cinquante. Je dis souvent que le centre est un village dans la ville. C’est un peu cliché, d’accord. Mais celui là je l’aime bien. La vie en communauté a des avantages qui contiennent ses inconvénients. La distanciation sociale est un concept abstrait dans un espace communautaire. On a dû sensibiliser en accéléré pour faire face au virus. Mais les fondamentaux n’ont pas changé. C’est toujours aussi dur de voir partir un résident sans solution, de le voir s’éloigner pour une traversée en solitaire dans la tempête du monde. C’est toujours aussi dur d’accueillir des familles qui n’ont plus aucun repère. Déjà qu’en temps normal, on a tendance à détourner le regard des sans-abris, maintenant qu’on est tous enfermés chez soi, j’ai peur qu’on ne les oublie totalement. Pour notre communauté, la crise a lieu toutes les saisons.	Croix Rouge de Belgique	BE	French	SISU						50.503887	4.469936
	Mes coups de téléphone sont le dernier lien humain	http://future-rcrc.com/testimonial/mes-coups-de-telephone-sont-le-dernier-lien-humain/	Sun, 29 Mar 2020 13:45:23 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=217947	<em>« L’isolement, c’est ma vie »</em>, me dit Marise au téléphone pour me rassurer. Elle a quatre-vingts ans et elle vit seule depuis 16 ans, l’âge de ma plus jeune fille. On croit qu’on peut imaginer ce que c’est de vieillir. Mais non, on ne peut pas. Les contours de sa vie qui s’effacent peu à peu. Les enfants, quand on en a, qui sont loin, qui tracent leur chemin. L’amour d’une vie qui s’éteint, un jour, comme ça. Les amis qui s’en vont, doucement, l’un après l’autre. Les jours qui se répètent. Son propre reflet qu’on ne reconnaît plus vraiment. Marise dit souvent qu’elle n’arrive pas à croire que c’est elle la petite pomme fripée qu’elle voit dans la glace. Il ne reste que les souvenirs, le silence et l’indifférence du monde quand on <em>« ne sert plus à rien »</em>. C’est ce que m’a dit Marise quand je l’ai rencontrée il y a deux ans : <em>« Je ne sers plus à rien. À quoi bon respirer ? Je prends l’air des autres »</em>. Marise avait pratiquement arrêté de manger. D’où je viens ce n’est pas pareil. Je suis italienne. On vit ensemble les vieux et les jeunes. Je pense que c’est pour ça que l’Italie est la plus touchée par le coronavirus. C’est vraiment injuste. Marise m’a dit : <em>« c’est pour ça que tu es bénévole pour la Croix-Rouge, c’est dans ta culture »</em>. Ce n’est pas grand chose une visite par semaine, on discute, on prend un café, on fait une balade ou des petites courses… Pourtant, je suis bien occupée. J’ai cinquante-deux ans, je suis aide-soignante dans une maison de repos et j’ai encore ma cadette qui vit à la maison. Je vais être honnête. Je crois que Marise se trompe. En fait, j’ai plus d’affinité avec les gens entre cinquante et septante ans. Pour nous, le temps n’a pas changé. Avec les quarante, trente-cinq, je me sens déconnectée. <em>« Tu es une jeune antiquité »</em>, me dit souvent Marise en riant. Marise a beaucoup d’esprit parce qu’elle joue au Scrabble. J’en suis sûre. J’ai beaucoup appris avec elle. Je n’ai pas perdu mon accent, mais je suis beaucoup plus à l’aise en français. Le Scrabble pour Marise c’est sérieux. Elle n’aime pas trop perdre. Avec moi, aucune chance, c’est sans danger. Quand j’ai rencontré Marise, elle venait de perdre Francis. Son ami de toujours. Francis avait une voiture. Ils sortaient tous les mardi. Ils allaient au concert, au cinéma. Et puis, un jour il est parti. Pour nous, c’est juste une sortie annulée. Mais pour elle, c’était la sortie. Le moment vers lequel toute la semaine était tournée. C’était un peu le coronavirus en avance. On pourrait se dire que le confinement n’a pas changé grand chose pour les personnes dans la situation de Marise. C’est l’inverse. L’histoire se répète. Mes coups de téléphone sont le dernier lien humain. Cela semble anodin, mais c’est une nécessité vitale. Je lui dépose dès que je peux une petite boîte des bonbons qu’elle adore dans sa boîte aux lettres, un article, un mot-croisé. Mais je ne peux plus lui rendre visite pour des raisons évidentes de sécurité. Annulées mes visites, fini le Scrabble, comme le cinéma et les concerts d’avant. Le mardi est redevenu un jour comme les autres. De l’extérieur, l’épidémie n’a pas changé grand chose, mais à l’intérieur elle a tout changé. En plus de la solitude habituelle, il y a maintenant la peur. <em>« S’il m’arrive quelque chose, personne ne s’en rendra compte »</em> me dit Marise au téléphone avec une voix étrange. Peur du vide. Peur du rayon vide au supermarché quand seules les habitudes peuvent rassurer. Peur du jugement des gens parce qu’elle n’a pas trouvé de masque de protection à la pharmacie alors qu’elle n’y peut rien. Peur des gestes quotidiens qui peuvent cacher la mort. Avec Marise, le courant est passé tout de suite. Aujourd’hui, elle est devenue une amie. J’ai mal pour elle. J’ai peur pour elle. Avant de raccrocher, je lui dis : la vie continue. Et je l’entends sourire à l’autre bout du fil. La vie continue.	Croix Rouge de Belgique	BE	French	SISU						50.503887	4.469936
	Mon ambulance est une lumière dans la nuit	http://future-rcrc.com/testimonial/mon-ambulance-est-une-lumiere-dans-la-nuit/	Thu, 26 Mar 2020 13:46:47 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=217948	Pour moi, c’est simple. Tu appliques le protocole. Je suis préparé. Je suis formé. Pas besoin de réfléchir. Tu réponds à l’appel. Tu t’équipes. Tu vérifies les paramètres. Niveau de température. Pourcentage d’oxygène. Tu prends en charge le malade. Le chauffeur reste au volant. Tu limites au maximum les contacts. Tu installes le patient dans l’ambulance. Le chauffeur roule. On va vite. Mais il contrôle. C’est une question de balance. L’urgence c’est la maîtrise. Rien d’autre. Mon formateur l’a répété mille fois. Je n’ai jamais oublié. Tu arrives à l’hôpital. Tu transmets le patient. Tu enlèves ta combinaison. Tu la mets dans un sac pour destruction. Tu repars. Tu rentres au poste de secours de la Croix-Rouge. Désinfection totale de l’ambulance. Tu branches le brumisateur. On dirait un scarabée l’engin. Pulvérisation de millions de microgouttelettes de peroxyde. Le virus n’a aucune chance. Combien de temps ça va durer ? Je ne me pose pas la question. Ma fille, bien. Combien de temps ? Je ne sais pas mon petit chat. Au début on avait une sortie par jour pour le covid. Suspicion de contamination. C’est le terme. Nous on ne teste pas. On répond. On embraye. Il est deux heures du matin. On a déjà fait trois sorties. Avant de se coucher, ma petite m’a montré sa poupée. Barbie corona elle m’a dit. J’ai halluciné. Elle lui avait mis un masque avec un bandana. Elle est géniale pour ça. Elle exprime tout. Ce week-end quand on applaudissait dans la rue, elle m’a dit « on dirait la coupe du monde ». Pauvre chou. J’en aurais pleuré. Drôle de génération. J’espère que ça ne va pas trop leur laisser de marques. Des opérations, j’en ai fait. La douleur physique ne me touche pas. Pas parce que je suis insensible. Je fais ce métier pour sauver des vies. La souffrance ne me laisse pas indifférent. Ce que je veux dire c’est que je peux contrôler mes émotions. Parce que je sais comment répondre à la douleur. Je sais quoi faire. Formation. Préparation. J’applique le protocole. C’est comme ça qu’on sauve des vies. Si tu te poses trop de questions, si tu hésites, si tu cherches tes gestes, tu ne peux pas sauver une vie. Mais la détresse psychologique, c’est autre chose. Quand c’est dans la tête. C’est dur. J’aime les tournées nocturnes. Le temps passe autrement. L’espace semble différent. Mon ambulance est une lumière dans la nuit. Avant le covid, je le faisais sur mon temps libre. Maintenant, je suis à temps plein. On attend la vague qui monte. Les pourcentages sont de notre côté. Je m’accroche aux chiffres. C’est du tangible. C’est concret. Il faut que les gens arrêtent d’aller aux urgences. Il ne faut pas paniquer. Il faut rester rationnel. Pas évident. Le virus se moque de nos idées, de nos inquiétudes, des nos sentiments. Il en veut à notre souffle de vie. Le malade qu’on a amené n’est pas bien. On arrive à l’hôpital. Je vois la tente de la Croix-Rouge. Il y a du monde. Trop de monde ? Je croise le regard d’un volontaire. Pas le temps de parler. Le patient. Un homme. Cinquante-deux ans. Pas d’antécédents médicaux. Toux. Maux de ventre. Douleur thoracique. L’oxygène dans ses poumons chute. Le médecin va sans doute le passer sous respirateur. L’homme pleure. Pas parce qu’il a peur. Pas pour lui. Parce qu’il est seul. Pour ses enfants. Je voudrais lui faire des promesses. Poser les pourcentages. Mais je ne peux pas. Je n’ai pas ce pouvoir. Je n’ai pas le droit. C’est dur. Je suis fatigué. Il ne faut pas que ça rentre dans ma tête. Je pense à mon petit chat qui dort, sa poupée serrée contre elle, son souffle de vie qui fait gonfler son ventre rond. Je serais là pour le petit déjeuner. Le souvenir de son sourire efface tout.	Croix Rouge de Belgique	BE	French	SISU						50.503887	4.469936
	Son inquiétude lui donne une force de création incroyable	http://future-rcrc.com/testimonial/son-inquietude-lui-donne-une-force-de-creation-incroyable/	Fri, 20 Mar 2020 13:47:49 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=217949	Je ne suis pas un héros. J’aurai 35 ans dans 4 jours. Ça ne doit pas être une bonne date le 23 mars. La dernière fois que je me suis dit ça c’était un certain 22 mars quand une bombe a explosé à Bruxelles. C’était la veille de mon anniversaire. Je ne suis pas un héros et quand je me suis levé ce matin, je ne me sentais pas un héros. J’avais mal à tête, migraine chronique, la norme pour moi. Ma première pensée s’est focalisée sur mon père. Deux jours qu’il est seul chez lui. J’aimerais avoir le pouvoir de développer des anticorps pour lui apporter son journal qu’il lit tous les jours depuis quarante ans, et le serrer dans mes bras. Tout a basculé si vite. L’exceptionnel est devenu normal. Ce qui était banal est interdit. Les gestes auxquels on ne faisait pas attention dans notre quotidien sont devenus des gestes qui prennent des vies, ou qui en sauvent. C’est fou.  Je ne suis pas un héros parce que j’ai peur. Mais je me sens en même temps très calme. Est-ce que c’est ça, vivre au temps d’une pandémie ? La tente de la Croix-Rouge installée devant l’hôpital Saint-Luc me donne le sentiment que le combat a vraiment commencé et qu’il va être âpre. C’est là que je vais. Je suis volontaire depuis cinq ans. Je me suis proposé pour faire le tri des patients. Je n’aime pas l’expression. Mais j’en comprends bien le sens impérieux. Il faut que les urgences puissent fonctionner sans que le virus ne contamine l’hôpital. Ils nous ont appelé pour qu’on les aide à orienter les gens. Mon traducteur mental me fait comprendre qu’on doit protéger les équipes médicales et rassurer la population. Quand je me suis engagé avec la Croix-Rouge de Belgique c’était pour aider les plus vulnérables. Aujourd’hui, ce sont les médecins les plus vulnérables. Je me dis un instant que c’est absurde. Pas longtemps. Je sais que c’est la réalité qui a changé. Le virus fait bouger toutes les lignes. Ils nous obligent à réinventer nos rôles, à repenser la hiérarchie des priorités. Je n’ai pas dit à mon père ce que je faisais aujourd’hui. Je ne voulais pas l’inquiéter. C’est une vraie mère-poule. Le temps d’enfiler mon masque, mes lunettes de protection, une sur-blouse et je suis en première ligne. Pourtant l’ambiance dans la tente est plutôt détendue, au vu des circonstances. Le bénévole que je remplace, un chouette gars, même si on n’a pas les mêmes goûts musicaux et que ça nous a valu quelques belles embardées, me dit qu’ils ont déjà reçu quatre-vingt personnes. Il précise que la plupart ont pu rentrer chez eux. Mon visage doit trahir mes pensées. Est-ce qu’il essaye de me rassurer ? Pourquoi ? J’ai l’air nerveux ? Je me sens toujours aussi calme. L’épreuve du feu commence pour moi par une femme et son fils de douze ans. Il a des frissons et il a vomi ce matin me dit sa maman. Je leur fournis un masque chacun et du gel hydro-alcoolique. Je vois qu’elle fait un effort surhumain pour rassurer son fils. Elle me fait penser à Roberto Benigni  dans « La vie est belle ». Elle transforme le test en jeu. Son inquiétude lui donne une force de création incroyable. Je me sens de moins en moins un héros, mais elle, je la vois comme une vraie héroïne. Bigger than life. Décidemment, la réalité rattrape la fiction depuis quelques jours. Alors je m’en remets aux gestes que je connais. Tout ce que j’ai appris pendant mes maraudes pour les sans-abris me revient de manière instinctive. Mais comment rassurer quand on est habillé comme un virologue de science fiction ? Comment montrer son sourire avec un masque sur la bouche ? Comment faire passer par les mains ce que les mots ne disent pas, quand nos doigts sont isolés par des gants en latex ? Je commence le questionnaire avec une appréhension que j’espère imperceptible. Séjour à l’étranger ? Contact avec une personne contaminée ? La mère opine. Je sens un fil qui se noue dans mon ventre. Leur destin peut basculer dans une file ou l’autre. Les covid-19 ou… Les autres. Toux, fièvre, température ? La mère fait non de la tête. Négatif ! J’ai presque crié en le disant. La maman se confond en excuse. Elle aurait dû penser à un bête rhume ou une vilaine grippe, mais avec tous ces fils d’actualité, elle a perdu le contrôle. Benigni a retiré son masque de clown triste pour laisser apparaître une maman à bout de nerf. Elle aurait dû… Je l’applaudis. Je ne sais pas ce qu’il me prend, mais je l’applaudis. Puisque je ne peux pas vraiment sourire, pas vraiment poser la main sur son bras, je l’applaudis pour lui dire qu’elle a bien fait, qu’on est là pour ça et que tout va bien aller. Dehors, on entend applaudir. Le garçon retrouve le sourire. Les clap-clap se propagent plus vite que le virus. Alors que la journée va s’achever pour moi après un shift de huit heures, la stridulation angoissante d’une sirène d’ambulance s’approche très vite de nous. Je sors. C’est une ambulance de la Croix-Rouge. Eux aussi sont sur le front. Le brancard surgit par les portes. Le patient est intubé, sous assistance respiratoire. Je croise le regard de l’ambulancier qui n’a pas le temps de me donner son diagnostic…	Croix Rouge de Belgique	BE	French	SISU						50.503887	4.469936
	Necesitan nuestra ayuda, nuestra esperanza	http://future-rcrc.com/testimonial/217950/	Mon, 06 Apr 2020 14:03:04 +0000	http://future-rcrc.com/?post_type=wpm-testimonial&p=217950	<strong>1.¿Cuál ha sido tu experiencia de voluntariado en Covid-19? Cuéntanos tu historia</strong> Nos han pedido que contestemos en 2/4 líneas, pero simplemente, me resulta imposible. Creo que ante esta situación, que ha sido tan inesperada para todos ¿Quién se hubiera imaginado nunca, que un virus así, un enemigo tan nuevo como desconocido, paralizase el mundo de semejante manera? Qué haya conseguido vaciar de gente, las principales arterias, de las ciudades más importantes del mundo. Tanto es así, que ha obligado a la mayoría de estudiantes y trabajadores, a cesar en sus obligaciones, y quedarse encerrados entre cuatro paredes. Ante la soledad, ante el miedo, ante el peligro, ante la desesperanza de muchas personas, que van a atravesar esta difícil temporada solos, sobre todo, nuestros mayores, que muchos están en sus casas, sin nadie que los acompañe, y sin poder a penas salir, por ser eso que hemos bautizado como, población de riesgo. Y creo que eso realmente, es muy duro, y muy triste. A mí, como estudiante de TES (Técnico en Emergencias Sanitarias), me ha dejado sin prácticas, y en mi casa. Por eso, yo, tuve claro desde el principio, como voluntaria de Cruz Roja Española en León, dentro de Socorros y Emergencias, que no podía estar de brazos cruzados sin hacer nada. Que a pesar de ese inevitable, pero atajante miedo, aún a riesgo del contagio, he querido ayudar y aportar mi pequeño grano de arena a esta situación. Abordando así, las dificultades de ese colectivo tan vulnerable. Acercándoles alimentos, medicinas, o conversando con ellos por teléfono, porqué quizá, sea la única comunicación que tengan con el exterior. Durante estos días, he visto y oído situaciones realmente difíciles, duras, muy duras. También he visto caras de alegría, esa alegría con la que te reciben, que abren la puerta y te agradecen una y otra vez la labor que realizamos, y verdaderamente, eso no está pagado. Creo que en muchas ocasiones, no somos conscientes de la suerte que tenemos de tener una vivienda digna, y algo que llevarnos a la boca. Con esto, no busco un reconocimiento, no busco ese aplauso, lo hago altruistamente, porque realmente me gusta, siempre que me sea posible, ayudar a la humanidad, será para mí un absoluto placer, no quiere decir con ello, que no esté orgullosa de mi trabajo, porque si lo estoy, mucho. Y si después de esto, no somos mejores personas, realmente no habremos aprendido nada de esta pandemia. Voy a alzar la voz, a seguir trabajando en estos momentos tan complicados, con la gente que más se ve afectada, y a animar a todo el mundo a hacerse voluntario/a, ahora más que nunca que nos necesitan. Necesitan nuestra ayuda, nuestra esperanza.	Spanish Red Cross	ES	Spanish	Ana Vaquero Prieto						40.463667	-3.74922
